48,51,-47,-33,48,-39,56,-45,26,-37,28
27,-18,54,-39,46,-51,22,-13,35,-24,39
61,14,-36,21,-48,59,-44,36,-34,42,71
52,-23,42,-34,55,-13,-38,-23,42,-36,24
36,-18,44,-34,46,-35,24,-39,43,-24,43
75,-36,48,-59,62,-11,-37,-23,42,-35,26
26,34,-21,49,-44,21,-37,33,-42,51,70
80,-41,26,-36,51,-62,67,-48,24,-32,29
39,21,-43,55,-43,52,-68,24,43,-24,56
56,-33,48,-32,21,-41,58,-39,24,-38,24
