41,24,19,-42,13,29,-63,44,65
58,-33,49,11,-70,29,11,39,94
86,-43,12,29,11,-70,39,-42,22
48,-33,29,21,19,-80,29,32,65
41,14,29,-81,12,29,21,19,84
59,-34,39,-30,11,29,21,-70,25
87,-72,49,28,-80,43,29,-42,42
14,21,29,-31,12,29,-42,13,45
48,17,29,-80,22,29,19,-31,53
46,29,19,-81,24,28,29,-72,22
