21,-12,46,-31,26,-38,24,28,-40,26,50
24,26,-48,63,19,-50,16,-21,26,-41,14
48,-19,26,-32,-19,46,-37,16,26,-21,34
74,-40,16,-31,36,-48,12,36,-24,44,75
87,-48,16,-41,36,-24,-18,48,-36,-15,5
34,16,-11,25,-30,16,-21,26,-42,68,81
65,19,-40,-25,36,-31,26,-49,59,-34,26
26,-17,46,-34,13,16,-48,79,-48,23,56
59,-30,26,-44,18,26,-31,48,-34,29,67
67,-33,16,-34,46,-38,26,-45,29,16,50
