28,37,15,-33,26,13,-43,21,-23,35,82
82,-33,24,19,-43,25,17,-43,26,-35,39
39,22,-13,39,-14,19,-43,21,11,-33,48
15,46,19,~33,29,5,-43,35,-44,27,66
66,25,-43,16,27,~43,34,10,-43,21,70
27,34,10,-23,26,18,-43,12,11,-23,49
72,-23,41,-43,24,a2,-42,30,-23,14,62
84,-13,-23,35,-45,32,-23,35,-10,-23,49
49,28,15,-43,24,19,-43,12,-13,24,72
16,Ag,17,-33,24,19,-43,36,-45,24,63
