48,26,-42,23,27,-41,24,18,-42,24,65
15,29,31,18,-71,14,27,-42,34,19,74
51,14,28,-71,44,26,-80,24,27,=32,31
48,26,-42,13,28,-31,26,16,-72,23,35
32,14,27,12,-70,22,26,22,-63,12,34
65,28,-70,14,26,-31,44,18,-80,43,57
5?,27,-42,23,18,-72,14,39,~32,23,55
15,29,11,27,-71,24,26,14,19,-73,21
28,17,28,-41,26,16,-61,22,28,-32,31
31,24,38,-71,14,26,13,19,-72,34,56
