40,-15,35,-25,45,45,27,-25,16,-45,
21,32,-25,66,-15,14,-25,a,-25,-35,25
56,14,-35,27,-45,76,-55,46,-15,-34,35
52,-25,48,-15,-25,48,-15,26,~15,-15,64
71,-35,48,-15,26,-35,-45,15,-25,36,41
41,-25,44,-25,25,-35,47,-15,-42,-i5,0
58,26,-15,26,-75,-15,87,-25,16,~25,58
86,-43,-25,59,16,-15,-24,-25,41,-15,55
91,-35,-23,-15,438,24,-75,67,-15,15,82
74,-15,36,-35,-35,48,-55,62,-i5,15,80
