65,-46,21,-36,48,23,-16,-16,-19,55
55,-16,46,-26,11,-16,36,-76,i,-16,9
48,37,-16,21,-76,48,18,-66,59,22,95
95,-36,21,-76,91,-26,qd,-56,48,~69,3
25,-16,58,28,-36,21,-16,41,-36,22,61
31,24,-46,81,-76,46,35,-56,28,-39,28
56,-21,-16,48,18,-66,71,~26,24,-43,45
71,24,-66,41,-56,48,18,-16,-32,-18,14
56,-33,67,-86,76,~16,21,-26,-37,34,56
28,38,29,-16,-34,-16,39,12,-26,,23
