51,-23,25,-26,25,-44,19,25,-33,35,54
38,15,-44,26,15,-24,39,~40,25,-24,26
16,35,-42,45,-16,15,-24,38,-32,15,50
21,14,15,-37,12,25,-22,419,5,-34,18
17,35,-48,72,-41,15,-28,13,15,-24,26
25,25,-31,35,-20,-25,45,-36,35,-44,9
38,15,-24,-12,35,38,-74,35,-48,32,35
61,-32,25,~42,14,25,-46,45,-21,25,54
54,-36,19,is,-44,27,1S,-31,16,1s,50
50,-24,19,-10,15,-38,14,25,-35,24,40
