24,14,13,-45,36,-14,23,~32,10,23,52
54,-35,33,-48,24,23,-32,19,13,42,9
68,-32,-19,33,-21,23,-33,29,-10,43,51
51,-32,10,23,-34,19,13,-24,1,13,50
74,-45,23,14,-39,23,-14,21,-30,23,50
81,-42,13,-36,48,-35,23,-14,13,~44,7
25,-16,43,-26,48,-45,23,47,45,-24,26
38,13,-32,10,23,-45,43,-21,10,13,52
18,33,-22,-10,33,-41,49,~32,13,24,6S
24,14,13,-42,29,13,-25,18,-15,23,52
