38,16,-45,16,26,-44,46,-25,10,16,54
54,-37,10,26,-41,43,26,-45,10,36,52
74,15,-42,-10,16,-35,19,16,-24,46,75
16,36,-14,16,-25,18,-10,16,-45,68,76
15,36,-24,26,-28,26,-45,10,36,-25,27
27,26,-15,16,-42,14,26,-18,24,-34,24
36,16,-39,13,26,-14,-14,ai,16,-48,3
74,-35,-12,26,13,-35,-15,36,-48,61,65
28 .,26,-35,16,16,-32,27,-31,16,45,6
61,-35,26,-35,10,26,-44,48,-30,26,53
