58,-33,28,-16,18,~23,14,38,-63,49,70
16,38,38,-67,28,-39,19,47,-65,38,53
16,38,-16,34,-44,34,-49,38,27,-42,39
12,38,-41,26,57,-86,48,27,-68,38,51
24,11,18,-26,48,~31,28,-65,48,21,76
19,38,-16,49,-65,28,-25,28,-14,39,81
62,-27,18,-46,68,-40,18,27,-63,47,64
34,49,-68,38,18,-43,29,18,-39,24,60
38,-16,49,-65,4g,-25,28,-49,57,16,81
25,28,-47,48,-25,28,-16,37,-44,-13,21
